label,perf_L1_dcache_load_misses,perf_L1_dcache_loads,perf_LLC_load_misses,perf_LLC_loads,perf_branch_instructions,perf_branch_miss_rate,perf_branch_misses,perf_cache_miss_rate,perf_cache_misses,perf_cache_references,perf_context_switches,perf_cpu_migrations,perf_cycles,perf_instructions,perf_ipc,perf_page_faults,t_wall,temp_aux-therm_c,temp_cpu-therm_c,temp_gpu-therm_c,temp_thermal-fan-est_c,temp_ttp-therm_c,ts_unix
trojan_io,9406662.930541992,124083431.203125,4616648.585449219,29279137.219482422,95882651.38427734,0.013738817005733511,1317314.2013931274,0.08393522767524547,19862279.642333984,236638181.51757812,32.23594917799346,0.595437796357146,315482870.4238281,564015596.3769531,1.7877851676043124,20.91279961215332,1.2000933480012463,39.381,39.139,38.519,39.053,38.653,1766332732.3444054
trojan_io,9912655.198242188,127637694.85449219,4923150.706481934,30614064.35571289,98629127.84228516,0.01377711066412153,1358824.4089889526,0.09442285228577561,23218365.62438965,245897736.21875,35.94170127529651,0.6656646260307753,343614055.05859375,580171340.2480469,1.6884389090228422,20.616649975650944,1.3001552490022732,39.381,39.147,38.505,39.053,38.653,1766332732.444544
trojan_io,9912655.198242188,127637694.85449219,4923150.706481934,30614064.35571289,98629127.84228516,0.01377711066412153,1358824.4089889526,0.09442285228577561,23218365.62438965,245897736.21875,35.94170127529651,0.6656646260307753,343614055.05859375,580171340.2480469,1.6884389090228422,20.616649975650944,1.4000949600012973,39.381,39.162,38.499,39.053,38.653,1766332732.544415
trojan_io,9786790.703857422,125988239.9711914,4861191.350463867,30223131.82397461,97354549.06884766,0.017911345078796242,1743750.923362732,0.09424561622481137,22877507.915527344,242743470.00878906,37.32950376602821,0.6143437148566591,349282024.0410156,572673818.0507812,1.6395742655898407,21.509916058625095,1.500120622004033,39.396,39.164,38.505,39.059,38.604,1766332732.644722
trojan_io,10221706.726928711,131137067.20117188,5085874.139465332,31531606.694335938,101333188.29199219,0.017169522154182562,1739842.421333313,0.09278092685161561,23476399.299926758,253030445.98242188,33.61570080788806,0.6427563464967534,350598263.44140625,596077578.1875,1.7001726487077125,20.187670135172084,1.600120766001055,39.396,39.16,38.488,39.059,38.604,1766332732.7446663
trojan_io,9495865.72668457,118583545.08105469,4789232.775817871,29043207.78955078,91632739.38085938,0.01218111931624542,1116189.3316726685,0.08872375781723534,20535878.296142578,231458617.18847656,37.19219757243991,0.5158482393453596,338012582.515625,539016114.0058594,1.5946628672645426,19.335500630550086,1.700177516999247,39.396,39.157,38.479,39.059,38.604,1766332732.8445747
trojan_io,10568438.982788086,132007339.08300781,5329577.636108398,32325961.0123291,102005671.109375,0.017928407602845572,1828799.2494506836,0.0925160881307379,23835395.556152344,257635142.57617188,32.95164411980659,0.6597665226145182,357933510.4589844,600033359.4667969,1.676382182538214,22.915599919273518,1.800096733000828,39.393,39.157,38.479,39.053,38.595,1766332732.9445348
trojan_io,10393526.17791748,128962987.87158203,5259117.993011475,31724830.209472656,99653217.9008789,0.013026488276496275,1298131.4747009277,0.09722537679588793,24541183.82800293,252415414.95410156,40.77958230860531,0.5785200094360334,342889554.42578125,586195399.4160156,1.7095749691112219,20.712107197148725,1.9000949999972363,39.393,39.165,38.482,39.053,38.595,1766332733.0444543
trojan_io,9168276.184448242,122491366.67529297,4471885.980773926,28656558.662597656,94652419.70361328,0.015507917117052246,1467861.8796920776,0.09162126542531375,21289797.395874023,232367423.6220703,38.37815863150172,0.6937076465255814,341607807.7167969,556778939.4316406,1.6298776750829627,19.625582156702876,2.0000984970029094,39.393,39.159,38.486,39.053,38.595,1766332733.1456718
trojan_io,18779558.27520752,248927890.4169922,9194954.761413574,58545973.96606445,192353369.86767578,0.014661513092843605,2820191.450767517,0.09183131517770861,43506769.34667969,473768335.5888672,73.15345602249727,1.120974838569964,663573201.5019531,1131490410.9863281,1.7051478396434274,42.0257742110407,2.100095836001856,39.392,39.159,38.486,39.049,38.569,1766332733.244679
trojan_io,9343834.954589844,123705075.10058594,4577675.118408203,29118225.96142578,95590285.30517578,0.013314319281133165,1272719.5787277222,0.09483338561336009,22338806.001708984,235558457.1533203,35.97216693055816,0.6126877047026937,314101817.296875,562295795.9121094,1.7901704636769182,18.381813550717197,2.200085821998073,39.392,39.16,38.497,39.049,38.569,1766332733.344417
trojan_io,8633952.546813965,114567698.21582031,4225210.753295898,26926087.02380371,88529584.98535156,0.01447289839320757,1281279.6882858276,0.09306929614591475,20284676.224731445,217952397.4580078,34.39199915714562,0.48198276472248835,314743656.69921875,520762264.6191406,1.654559999971028,22.806244449689984,2.3000862640037667,39.392,39.164,38.489,39.049,38.569,1766332733.4445355
trojan_io,9163356.339111328,121109649.52001953,4492970.730163574,28539951.373901367,93584729.1743164,0.014732096828147294,1378699.2918319702,0.08883687297540714,20501729.302246094,230779501.97460938,38.726535462075844,0.5797916635674483,321144138.890625,550498406.9082031,1.7141785891216013,16.857764015439898,2.4001590150000993,39.395,39.164,38.489,39.049,38.551,1766332733.5445395
trojan_io,9338073.382202148,124104303.15185547,4566332.60345459,29136848.596679688,95898779.70800781,0.012526822416092027,1201306.9833221436,0.07939243732288831,18732003.93688965,235941918.0029297,35.48801276111044,0.5921201686869608,327329143.7363281,564110468.8710938,1.723373795660245,18.42661440570373,2.5001363870032947,39.395,39.172,38.494,39.049,38.551,1766332733.6446774
trojan_io,9338676.84588623,128443462.18554688,4492295.444030762,29471896.068603516,99251766.234375,0.01436003037178304,1425258.3775787354,0.09132847875249883,21989423.356445312,240772907.38671875,36.99906860943884,0.6384166430761979,336926677.66796875,583833919.0253906,1.7328218800196689,19.604170228354633,2.6002066540022497,39.395,39.178,38.486,39.049,38.551,1766332733.7450712
trojan_io,9572180.261901855,126201300.13427734,4699070.584075928,29789289.37097168,97519186.46728516,0.017318744645755935,1688909.8884887695,0.09544524637507214,22976458.814331055,240729210.5888672,36.33110059448518,0.6662422690133099,340278513.046875,573642273.3359375,1.6858022218314899,22.25767095037736,2.7001416540006176,39.382,39.185,38.481,39.053,38.532,1766332733.845045
trojan_io,8419977.75012207,112147856.59863281,4113019.260406494,26291047.186157227,86659707.37158203,0.016185969316335785,1402671.364479065,0.08539472755377096,18190555.446899414,213017313.45703125,31.943562702042982,0.4745993230280874,298957157.7011719,509762984.5390625,1.7051372459481484,21.513022647821344,2.800202578997414,39.382,39.199,38.472,39.053,38.532,1766332733.9448195
trojan_io,9639221.335266113,129506154.0366211,4688930.315887451,30184154.510375977,100072937.20996094,0.015742186544844536,1575366.8456497192,0.09051995806175518,22187081.37084961,245107066.39648438,39.18585862335749,0.604376839404722,341164490.72265625,588664336.5292969,1.725456055764729,22.638673471403308,2.900104102998739,39.382,39.205,38.481,39.053,38.532,1766332734.0444415
trojan_io,8937953.856201172,119025994.46142578,4366413.427520752,27906797.873657227,91974632.08398438,0.015947895524414963,1466801.8233718872,0.08937454182337472,20207436.346801758,226098348.9765625,37.51609358005226,0.52474051041645,337534531.3261719,541027247.5527344,1.6028796977513393,20.826968068256974,3.001118799998949,39.369,39.212,38.485,39.057,38.506,1766332734.1456213
trojan_io,8937953.856201172,119025994.46142578,4366413.427520752,27906797.873657227,91974632.08398438,0.015947895524414963,1466801.8233718872,0.08937454182337472,20207436.346801758,226098348.9765625,37.51609358005226,0.52474051041645,337534531.3261719,541027247.5527344,1.6028796977513393,20.826968068256974,3.1002059250022285,39.369,39.212,38.485,39.057,38.506,1766332734.2446907
trojan_io,9724094.967285156,126523956.08642578,4804622.8572387695,30132811.23876953,97768511.52148438,0.014698917999329006,1437091.333770752,0.0835361421002853,20272674.498291016,242681478.8017578,38.21373130008578,0.5970696821568708,333620747.98828125,575108891.3027344,1.7238403030105778,20.816791218239814,3.200203843000054,39.369,39.218,38.469,39.057,38.506,1766332734.3448727
trojan_io,10566248.991699219,137080785.10546875,5228249.675292969,32711631.703979492,105926061.21777344,0.01611781630646858,1707296.7967758179,0.0918482786700817,24179360.159423828,263253274.9609375,38.63535034004599,0.5011722006784112,338407382.68359375,623094477.7519531,1.8412555683944338,21.651452565798536,3.3001218779972987,39.365,39.218,38.471,39.052,38.462,1766332734.4448936
trojan_io,9855961.973571777,125529810.91894531,4921708.540130615,30332982.602661133,97000308.43701172,0.013872568814569426,1345643.4538269043,0.08898225409087283,21619068.03088379,242959320.95410156,30.660370556637645,0.675425657449523,325804784.8144531,570590049.6308594,1.7513249535479114,23.11060257384088,3.400104428001214,39.365,39.223,38.471,39.052,38.462,1766332734.5445724
trojan_io,9361561.923034668,123646629.30371094,4591648.884307861,29150919.575195312,95545122.64404297,0.017305416310277315,1653448.1237716675,0.08795755349549482,20729785.12097168,235679419.1875,37.998437804868445,0.5550242093449924,320791947.3457031,562030133.1992188,1.7520082341516634,20.180348339956254,3.5000977279996732,39.365,39.223,38.471,39.052,38.462,1766332734.6445818
trojan_io,8633149.19921875,115635709.75390625,4205709.21081543,27006556.412963867,89354866.62792969,0.014556888196480612,1300728.803314209,0.08438865565087011,18492211.013671875,219131480.0673828,31.667492652777582,0.5743886926320556,309787704.1269531,525616862.5175781,1.696700209580225,19.227168924408033,3.600206294999225,39.362,39.211,38.452,39.043,38.437,1766332734.7447631
trojan_io,9725835.003601074,133475167.10986328,4683387.461212158,30671170.204833984,103139901.85742188,0.012939114746370379,1334539.025062561,0.08790413558286272,22013718.383789062,250428699.8310547,42.38499154243618,0.5525518212780298,342414559.2246094,606705305.0449219,1.7718443585424446,19.14196886634454,3.7002748919985606,39.362,39.211,38.452,39.043,38.437,1766332734.8448493
trojan_io,8711412.11517334,126180896.77392578,4091514.3988342285,27981912.580810547,97503420.234375,0.014707536424461312,1434035.1046066284,0.07644552004090356,17710706.03894043,231677487.83007812,39.664121377514675,0.597538829453697,345182069.015625,573549530.7890625,1.6615855291228938,18.432321987929754,3.8001655109983403,39.362,39.206,38.438,39.043,38.437,1766332734.9446976
trojan_io,18917937.361083984,247902224.65576172,9318967.569915771,58757382.37438965,191560809.96142578,0.01689426992599835,3236280.030731201,0.09682116343899867,45900922.83618164,474079438.8935547,78.06111820810474,1.059908158142207,647219264.65625,1126828293.890625,1.741030212518634,40.96364027040545,3.9001163490029285,39.356,39.206,38.421,39.03,38.392,1766332735.044666
trojan_io,11366456.046264648,131990384.2290039,5953840.012969971,33998818.46435547,101992569.63134766,0.014047035124464771,1432693.2080459595,0.09344294621694894,24854618.189453125,265987099.0341797,39.70473130326718,0.6129090269096196,364894009.3652344,599956291.9511719,1.6441933179304569,22.836460080347024,4.000144803001604,39.356,39.178,38.421,39.03,38.392,1766332735.1444724
trojan_io,10603826.74243164,123293098.0024414,5550557.495483398,31729874.830444336,95271939.36523438,0.015738101516855972,1499399.4534378052,0.10549176865346142,26195408.14489746,248317081.79003906,38.652542618103325,0.5775934207085811,345436032.3515625,560423172.7382812,1.6223645487217695,23.55148937390186,4.100224779002019,39.356,39.178,38.421,39.03,38.392,1766332735.2447784
trojan_io,9584837.021057129,114897515.39160156,4937032.080383301,28946320.10925293,88784443.71142578,0.018905159547579327,1678484.0737075806,0.09200352515808258,21003800.323242188,228293429.921875,32.576789481332526,0.550064625505911,325941572.6269531,522261433.59765625,1.6023161126346877,19.8698900048621,4.2001948000033735,39.344,39.156,38.411,39.008,38.373,1766332735.3447604
trojan_io,9299004.951293945,114689285.3803711,4719798.940093994,28330654.717285156,88623538.703125,0.01151176953107562,1020213.7525787354,0.08603436894940737,19363210.215698242,225063662.95410156,37.39677494880743,0.5623423094002646,326400812.25390625,521314933.546875,1.5971618757533779,19.78991203487385,4.300225639999553,39.344,39.139,38.408,39.008,38.373,1766332735.444756
trojan_io,10024670.985046387,124986330.99414062,5060061.983917236,30645111.443725586,96580346.6772461,0.01594964902684285,1540422.6323928833,0.09900854967414668,24170433.1829834,244124707.03320312,37.50296745589003,0.6133987053181045,335919204.6738281,568119686.3378906,1.6912390790205796,20.097016848856583,4.4000983700025245,39.344,39.143,38.4,39.008,38.373,1766332735.5445554
trojan_io,9872252.417541504,124579815.42919922,4952795.1499938965,30294081.783081055,96266221.0131836,0.0159223295317847,1532782.4937515259,0.08816267840941802,21341884.37084961,242073911.04589844,34.51554504153319,0.6216177189198788,344792467.125,566271888.3144531,1.6423557423867925,23.860456681228243,4.500094645998615,39.336,39.15,38.402,39.0,38.358,1766332735.644594
trojan_io,9982360.855651855,122738744.66015625,5074652.9572143555,30383457.677978516,94843575.41894531,0.014890415706546733,1412260.265083313,0.09146830578562122,22060493.372802734,241181829.9609375,38.53515541530214,0.6061479572890676,327534066.6269531,557903384.8183594,1.7033446033990314,22.532553779776208,4.600188511998567,39.336,39.154,38.396,39.0,38.358,1766332735.7445102
trojan_io,9982360.855651855,122738744.66015625,5074652.9572143555,30383457.677978516,94843575.41894531,0.014890415706546733,1412260.265083313,0.09146830578562122,22060493.372802734,241181829.9609375,38.53515541530214,0.6061479572890676,327534066.6269531,557903384.8183594,1.7033446033990314,22.532553779776208,4.700207125002635,39.336,39.154,38.396,39.0,38.358,1766332735.8445697
trojan_io,9647494.760314941,114946979.28808594,4985161.325622559,29081574.827026367,88822665.81347656,0.01397505559295131,1241301.6926574707,0.08771201740321852,20086549.94873047,229005677.25390625,33.781462110811844,0.5757755111844745,313539636.8066406,522486269.4902344,1.6664121793712825,22.53203622729052,4.800230464999913,39.326,39.129,38.41,38.992,38.325,1766332735.9449277
trojan_io,14949929.846984863,151331447.4404297,8453219.782958984,43004369.76184082,116937936.6586914,0.018142610162147004,2121559.3979644775,0.10429390482779642,33903975.564208984,325081083.31152344,45.09754802589305,0.6766189956069866,443491982.3671875,687870215.6386719,1.5510319081014465,25.261603559018113,4.900203552002495,39.326,39.111,38.413,38.992,38.325,1766332736.044806
trojan_io,16072801.562316895,153087956.75097656,9420276.768371582,45495160.78991699,118295239.30761719,0.01678096868861114,1985108.7068328857,0.11191956183533924,37919746.51843262,338812499.7685547,46.0283637563698,0.786856812046608,470666828.5761719,695854348.8671875,1.4784435754103111,24.39812645886559,5.000120087999676,39.326,39.087,38.406,38.992,38.325,1766332736.1444945
trojan_io,16897477.834899902,160705205.82128906,9912391.821502686,47811193.10839844,124181295.40722656,0.016429682522809474,2040259.2588119507,0.12364289171281756,44008520.94165039,355932478.8671875,51.05303276423365,0.7447087622458639,499612947.8925781,730478208.2792969,1.462088225216207,24.158560309326276,5.100250431998575,39.31,39.087,38.399,38.97,38.393,1766332736.244937
trojan_io,18304270.23059082,166674040.2841797,11024698.192260742,51221646.939208984,128793576.58300781,0.01872359758451778,2411479.0994110107,0.12794938259197008,48278592.72314453,377325718.5390625,52.059199223760515,0.8066181154135847,556226156.1171875,757609274.0195312,1.3620525854233934,26.368387699360028,5.200275019000401,39.31,39.097,38.38,38.97,38.393,1766332736.3449194
trojan_io,22647293.728393555,201179877.3881836,13850357.339569092,62987180.20825195,155457177.9819336,0.0188720991843829,2933803.2817993164,0.12461929060195329,57480465.73901367,461248539.14160156,57.27166734682396,0.8618961655156454,571501361.4453125,914453988.1289062,1.6000906556307675,26.55551223119255,5.300097466002626,39.31,39.097,38.38,38.97,38.393,1766332736.44462
trojan_io,21661254.778137207,191739134.171875,13276561.403869629,60192356.009399414,148162058.2241211,0.019074119888051196,2826060.861427307,0.1294941675342393,57030322.12194824,440408423.0810547,50.642332596937194,0.7814577957833535,573381615.5507812,871541518.9648438,1.520002552100759,27.76840100158006,5.400201875003404,39.315,39.086,38.369,38.963,38.463,1766332736.54477
trojan_io,39879295.099365234,355940309.34765625,24318500.183563232,111042880.64782715,275044784.49560547,0.016564723800894538,4556040.888046265,0.12459314615019465,101428798.7298584,814080082.7646484,107.09237623447552,1.657453685773362,1085509267.1191406,1617910497.0332031,1.4904621692701114,52.50143504224252,5.5001817459997255,39.315,39.089,38.346,38.963,38.463,1766332736.6446192
trojan_io,20527476.096618652,178776233.87158203,12709832.255523682,56816653.157958984,138145271.62841797,0.01714949095321819,2369121.0860214233,0.13246197462764775,54852814.3125,414102344.96875,55.28303146502003,0.8111459178180667,541209454.6816406,812619244.8710938,1.5014875254703492,29.015296831028536,5.600124623997544,39.315,39.095,38.348,38.963,38.463,1766332736.744749
trojan_io,22249414.797668457,197068429.45996094,13631759.95022583,61836203.939575195,152280150.03710938,0.016087949605249306,2449875.379676819,0.12614663173630478,57081794.12109375,452503513.85058594,51.917029176373035,0.890088611326064,587706740.4570312,895765588.4550781,1.5241710308758487,26.157104688230902,5.700204596003459,39.324,39.095,38.348,38.96,38.526,1766332736.8448691
trojan_io,21375187.851013184,185592993.46435547,13260000.468078613,59119435.548339844,143412767.6772461,0.018011749580595968,2583114.858062744,0.13297713640991873,57256484.26965332,430573900.26171875,48.907630391418934,0.9202654505279497,573432130.4472656,843604515.7480469,1.4711497158173752,28.056866510538384,5.800130921001255,39.324,39.104,38.327,38.96,38.526,1766332736.94485
trojan_io,20865762.670959473,178562438.27148438,13062671.993408203,57509899.4564209,137980065.93701172,0.01933767194891674,2668213.250579834,0.13075509181023096,54578886.74255371,417413088.7519531,58.132873554714024,0.9918186559843889,593827019.7363281,811647446.6894531,1.3668078745386862,27.858987948624417,5.900120127000264,39.324,39.108,38.321,38.96,38.526,1766332737.0446448
trojan_io,21449423.548950195,183397074.6435547,13435471.831939697,59106257.94250488,141715921.3154297,0.019467565316025153,2758863.9545288086,0.12867487721008733,55190067.732177734,428910980.3623047,56.642608555732295,0.8394403713791689,598271372.0859375,833623066.5605469,1.393386188033752,30.587708961800672,6.000121638004202,39.318,39.1,38.322,38.954,38.604,1766332737.1447606
trojan_io,21298962.217590332,177176672.16308594,13576355.379760742,58312112.30126953,136909246.67138672,0.01635677772356151,2239394.116104126,0.13069215552378272,54945115.48059082,420416323.07910156,51.83356641163118,0.9088391604964272,576879471.3769531,805348509.8320312,1.3960429340807459,26.62326809600927,6.100224451998656,39.318,39.098,38.322,38.954,38.604,1766332737.2447705
trojan_io,21619362.67730713,177635253.18847656,13890219.583435059,59019556.5612793,137263604.7368164,0.020504817101585634,2814565.1098327637,0.12799992087951487,54308709.83532715,424287057.85253906,53.024031923851,0.9011647082479612,572164297.9414062,807432969.0390625,1.4111907575221505,26.56316703162156,6.200100902002305,39.318,39.101,38.334,38.954,38.604,1766332737.344509
trojan_io,21619362.67730713,177635253.18847656,13890219.583435059,59019556.5612793,137263604.7368164,0.020504817101585634,2814565.1098327637,0.12799992087951487,54308709.83532715,424287057.85253906,53.024031923851,0.9011647082479612,572164297.9414062,807432969.0390625,1.4111907575221505,26.56316703162156,6.300096407998353,39.31,39.075,38.337,38.948,38.68,1766332737.4444373
trojan_io,19370754.78387451,163485121.16259766,12233834.02243042,53213725.650024414,126329411.8071289,0.016391391325327527,2070714.8248291016,0.1279204721006186,49245147.35913086,384966898.18652344,52.713497693650424,0.7559382055151218,552660773.2753906,743114187.1015625,1.3446117818303507,29.783052677637897,6.400142897997284,39.31,39.093,38.328,38.948,38.68,1766332737.544474
trojan_io,20140210.143981934,165518138.7709961,12938051.393798828,54984353.63415527,127900379.95947266,0.019794915311554022,2531777.1896133423,0.13127754758818566,51893830.29626465,395298596.36816406,58.30594056029804,0.8640005621200544,631498345.578125,752355176.2324219,1.1913810724930003,27.19733592751436,6.500187611003639,39.31,39.093,38.328,38.948,38.68,1766332737.644507
trojan_io,21435789.35510254,183677493.89160156,13408591.189910889,59099225.44995117,141932608.91601562,0.02256365637049489,3202518.615348816,0.12954169742763463,55583720.33483887,429079759.17089844,52.55414439202286,0.8361262865146273,575436440.9804688,834897699.5078125,1.450894729720724,28.56859954923857,6.600095089997922,39.328,39.079,38.341,38.957,38.738,1766332737.744549
trojan_io,20155634.91937256,172800553.76367188,12603569.724609375,55576899.07141113,133527700.63574219,0.017053139006351272,2277066.4401397705,0.12769558714194013,51532527.91687012,403557625.3671875,50.30106852715835,0.8535506437183358,530618150.8769531,785457062.5625,1.4802679879389244,28.62915682827588,6.700200712002697,39.328,39.059,38.363,38.957,38.738,1766332737.844629
trojan_io,16780136.974731445,150000380.38378906,10222312.473968506,46741575.361083984,115909384.84179688,0.018725870466868983,2170504.1264419556,0.11736960585640326,40234190.8581543,342799062.5390625,45.040564690949395,0.7516677970124874,465635096.84375,681819910.8339844,1.4642794657353289,27.435597143834457,6.800114124001993,39.328,39.059,38.363,38.957,38.738,1766332737.944504
trojan_io,15148700.143920898,132910904.26953125,9336221.527526855,42004405.525512695,102703880.57226562,0.019774839523894614,2030952.7567977905,0.12753449524631483,39112853.34863281,306684503.45996094,45.6276529354509,0.6541937284819141,432325109.5527344,604140473.953125,1.397421663937456,28.662967942887917,6.900123833998805,39.336,39.044,38.366,38.957,38.784,1766332738.0446818
trojan_io,14435452.427185059,124681829.93115234,8984538.53579712,39875075.92590332,96345050.40136719,0.01846657417958743,1779163.020072937,0.12636856827580392,36653591.701171875,290053074.125,37.98995060310699,0.5904677275066206,410119605.06640625,566735590.5976562,1.3818788070516426,29.80091458314564,7.000197752997337,39.336,39.044,38.366,38.957,38.784,1766332738.144659
trojan_io,13475638.496948242,121586506.33886719,8162239.360137939,37623378.45324707,93953209.44335938,0.016652947586585806,1564597.8724517822,0.11750382366338805,32494911.88293457,276543442.3310547,39.99890119326301,0.7476640578061051,394012466.57421875,552665937.9042969,1.4026610444829495,23.838467124616727,7.100185930998123,39.336,39.044,38.368,38.957,38.784,1766332738.2447777
trojan_io,15578106.6116333,136503891.46972656,9608531.596618652,43181641.88562012,105480279.77197266,0.019059589361732108,2010410.8182144165,0.13660643040181353,43056129.31152344,315183766.8613281,42.51709936698899,0.7750517644599313,443728813.9355469,620472233.953125,1.3983140478302378,25.951153219561093,7.200120123998204,39.34,39.057,38.375,38.966,38.811,1766332738.3447378
trojan_io,19979373.52484131,149672175.7626953,13269373.619354248,47148062.49133301,115655772.18017578,0.017159142769197243,1984553.9069213867,0.14272093022813717,49180605.525512695,344592803.92089844,102.56263045361266,0.9975877794022381,458472811.8183594,680328071.6484375,1.4839005806040557,44.41756538883783,7.300131654003053,39.34,39.057,38.375,38.966,38.811,1766332738.444608
trojan_io,42439525.21398926,302302203.72509766,29198849.55618286,99603976.10351562,233597157.42382812,0.01894292909655298,4425014.390235901,0.16387415560180016,117641328.02697754,717876028.6816406,230.1890983376652,1.758370185016247,958505845.5351562,1374100926.0234375,1.4335863807447566,89.26327149244025,7.400112920004176,39.34,39.061,38.376,38.966,38.811,1766332738.5445738
trojan_io,22471974.406555176,161454126.14013672,15366007.08657837,52789251.4173584,124760006.5625,0.021019720225300683,2622420.4332504272,0.15400168061781194,58731226.65185547,381367439.73339844,124.09933772846125,1.0222428970882902,486354394.5644531,733882391.5449219,1.5089457394584427,45.496002330794,7.500149264997162,39.343,39.066,38.38,38.971,38.855,1766332738.6446598
trojan_io,20360989.38671875,146230149.78515625,13926371.494262695,47828304.649902344,112996024.83398438,0.015006006864036232,1695619.1242675781,0.15755315655463792,54433153.98376465,345490723.09375,124.59653680841438,0.9652005509087758,489061756.1953125,664682499.0234375,1.359097272692876,48.04290063935332,7.600117850997776,39.343,39.063,38.391,38.971,38.855,1766332738.7446775
trojan_io,22637515.229614258,160829973.5439453,15601815.729522705,53114716.33984375,124277706.82910156,0.019121566685398356,2376384.4586410522,0.1557641580573557,59586151.115234375,382540835.1855469,111.41660065669566,1.1141439166167402,508595965.3515625,731045334.2910156,1.4373793425311328,46.89942370506469,7.700136257997656,39.343,39.055,38.389,38.971,38.855,1766332738.8449812
trojan_io,23908057.534118652,168176528.55029297,16593568.82546997,56037062.25866699,129954590.24365234,0.01813709634075142,2356998.923171997,0.16358769154200725,65843311.970825195,402495513.875,130.3931111562997,1.0405507020477671,522748804.76171875,764438766.1386719,1.462344359614789,40.70473958773073,7.800125772002502,39.34,39.055,38.389,38.974,38.919,1766332738.94478
